City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
525,Nanchang,28.6833,115.8833,49.64,91,100,1.63,CN,light rain,2021-01-31 23:55:03
526,Amravati,20.9333,77.75,59.07,28,1,6.93,IN,clear sky,2021-01-31 23:55:04
527,Port Hawkesbury,45.6169,-61.3485,30.0,86,75,9.22,CA,broken clouds,2021-01-31 23:55:04
528,Buraydah,26.326,43.975,55.4,58,0,4.61,SA,clear sky,2021-01-31 23:55:04
529,The Valley,18.217,-63.0578,78.8,73,40,11.5,AI,scattered clouds,2021-01-31 23:55:04
530,Anadyr,64.75,177.4833,8.6,78,90,53.69,RU,snow,2021-01-31 23:55:04
531,Wad Rawah,15.1603,33.1397,67.82,23,0,10.89,SD,clear sky,2021-01-31 23:55:04
532,Egvekinot,66.3167,-179.1667,-10.84,89,100,19.62,RU,light snow,2021-01-31 23:55:05
533,Ginir,7.1333,40.7,54.23,41,9,4.61,ET,clear sky,2021-01-31 23:55:05
534,Lexington,37.9887,-84.4777,37.99,87,90,14.97,US,mist,2021-01-31 23:50:17
535,Port Blair,11.6667,92.75,78.39,84,35,10.42,IN,scattered clouds,2021-01-31 23:51:25
536,Kumi,36.1136,128.336,41.0,100,90,1.14,KR,overcast clouds,2021-01-31 23:55:05
537,Mnogovershinnyy,53.9353,139.9242,-22.49,83,0,7.25,RU,clear sky,2021-01-31 23:55:05
538,Pascagoula,30.3658,-88.5561,73.4,40,1,9.22,US,clear sky,2021-01-31 23:55:05
539,Shimoda,34.6667,138.95,46.4,71,40,11.5,JP,scattered clouds,2021-01-31 23:55:06
540,Kahului,20.8947,-156.47,78.8,57,20,21.85,US,few clouds,2021-01-31 23:40:38
541,Nyurba,63.2842,118.3319,-44.86,78,78,4.29,RU,broken clouds,2021-01-31 23:55:06
542,Mazatlan,23.2167,-106.4167,75.2,60,75,10.36,MX,broken clouds,2021-01-31 23:52:12
543,Buin,-33.7333,-70.75,73.4,53,75,11.5,CL,broken clouds,2021-01-31 23:55:06
544,Krasnoselkup,65.7,82.4667,-11.58,89,100,11.92,RU,overcast clouds,2021-01-31 23:55:06
545,Mkushi,-13.6202,29.3939,65.12,94,100,7.7,ZM,moderate rain,2021-01-31 23:55:06
546,Middle Island,40.8843,-72.9373,23.0,54,90,3.44,US,overcast clouds,2021-01-31 23:55:07
547,Chadiza,-14.0678,32.4392,67.21,95,100,1.81,ZM,overcast clouds,2021-01-31 23:55:07
548,Bayanday,53.0661,105.5139,-36.29,80,11,2.39,RU,few clouds,2021-01-31 23:55:07
549,Westport,41.1415,-73.3579,24.8,42,90,8.05,US,overcast clouds,2021-01-31 23:55:07
550,Cedar Falls,42.5278,-92.4455,30.99,80,90,17.27,US,overcast clouds,2021-01-31 23:51:18
551,Clonakilty,51.6231,-8.8706,46.4,93,90,10.36,IE,overcast clouds,2021-01-31 23:55:07
552,Lugovskoy,56.9585,64.529,3.2,85,40,4.47,RU,mist,2021-01-31 23:55:07
553,Douglas,41.3,-96.167,30.2,80,90,10.36,US,overcast clouds,2021-01-31 23:54:16
554,Touros,-5.1989,-35.4608,78.8,78,20,8.05,BR,few clouds,2021-01-31 23:51:07
555,Los Llanos De Aridane,28.6585,-17.9182,62.6,82,0,10.36,ES,clear sky,2021-01-31 23:55:08
556,Arua,3.0201,30.9111,70.48,33,62,3.31,UG,broken clouds,2021-01-31 23:55:08
557,Keflavik,64.0049,-22.5624,30.2,74,75,14.97,IS,broken clouds,2021-01-31 23:55:08
558,Florianopolis,-27.6146,-48.5012,77.0,83,40,3.44,BR,scattered clouds,2021-01-31 23:55:08
559,Kondinskoye,59.6481,67.41,5.72,95,87,7.63,RU,overcast clouds,2021-01-31 23:55:08
560,Belaya Gora,68.5333,146.4167,-30.93,84,100,3.04,RU,overcast clouds,2021-01-31 23:55:09
561,Verkhoyansk,67.5447,133.385,-47.88,75,99,0.69,RU,overcast clouds,2021-01-31 23:55:09
562,Hasaki,35.7333,140.8333,37.4,56,75,6.91,JP,light rain,2021-01-31 23:55:09
563,Koulikoro,14.0,-7.75,69.48,19,54,8.86,ML,broken clouds,2021-01-31 23:55:09
564,Mongu,-15.2484,23.1274,67.19,90,100,5.26,ZM,light rain,2021-01-31 23:55:09
565,Metro,-5.1131,105.3067,74.34,90,100,7.07,ID,overcast clouds,2021-01-31 23:55:09
566,Concarneau,47.875,-3.9225,51.8,93,90,17.27,FR,light rain,2021-01-31 23:55:10
